leave_id,employee_id,leave_type_id,leave_start_date,leave_end_date,leave_duration,leave_request_status,leave_comment
187,187,187,3/2/2023,12/4/2022,95,false,Sensoneur hear loss asym
188,188,188,8/12/2023,12/2/2022,64,false,Vomit compl preg-antepar
189,189,189,8/2/2023,12/5/2022,26,false,Ac leuk uns cl relapse
190,190,190,1/11/2023,12/3/2022,32,false,Omphalitis of newborn
191,191,191,2/17/2023,12/2/2022,82,true,Essen hyperten-antepart
192,192,192,4/6/2023,12/3/2022,49,true,Chronic hepatitis NOS
193,193,193,12/25/2022,12/4/2022,54,true,Ac DVT/emb distl low ext
194,194,194,3/24/2023,12/4/2022,39,true,Mal neo nasopharynx NEC
195,195,195,5/1/2023,12/4/2022,47,true,Myel leuk NOS in relapse
196,196,196,3/18/2023,12/2/2022,93,false,Essen hyperten-antepart
197,197,197,8/17/2023,12/3/2022,77,false,Essen hyperten-antepart
198,198,198,2/20/2023,12/2/2022,88,false,Comp-unsp device/graft
199,199,199,8/30/2023,12/5/2022,42,true,Intermit altrn esotropia
200,200,200,5/3/2023,12/2/2022,47,false,Burn NOS genitalia
201,201,201,4/27/2023,12/3/2022,87,true,Aggres periodontitis NOS
202,202,202,3/8/2023,12/3/2022,38,true,Uterine inert NEC-antepa
203,203,203,5/21/2023,12/5/2022,27,true,Burkitt's tumor spleen
204,204,204,2/18/2023,12/3/2022,71,false,Vomit compl preg-antepar
205,205,205,8/24/2023,12/5/2022,59,false,Aggres periodontitis NOS
206,206,206,7/14/2023,12/4/2022,46,false,Abn uterus NEC-del w p/p
207,207,207,4/10/2023,12/2/2022,37,true,Female genetic test NEC
208,208,208,5/15/2023,12/3/2022,46,true,Omphalitis of newborn
209,209,209,3/6/2023,12/4/2022,29,false,Sensoneur hear loss asym
210,210,210,8/15/2023,12/2/2022,82,false,Oth ob compl-delivered
211,211,211,5/3/2023,12/5/2022,78,false,Gastrojejun ulc NOS-obst
212,212,212,8/18/2023,12/4/2022,44,false,RR acc w explos-pasngr
213,213,213,1/9/2023,12/2/2022,81,true,Artif open status NOS
214,214,214,2/6/2023,12/3/2022,95,false,One eye-near tot/oth-NOS
215,215,215,7/31/2023,12/3/2022,89,false,Burn NOS genitalia
216,216,216,3/13/2023,12/3/2022,66,false,Burkitt's tumor spleen
217,217,217,5/24/2023,12/4/2022,26,false,Burn NOS genitalia
218,218,218,6/28/2023,12/4/2022,44,true,Aggres periodontitis NOS
219,219,219,1/19/2023,12/4/2022,91,true,Burkitt's tumor spleen
220,220,220,1/22/2023,12/5/2022,25,true,Omphalitis of newborn
221,221,221,5/31/2023,12/4/2022,29,false,One eye-near tot/oth-NOS
222,222,222,3/6/2023,12/4/2022,59,false,Chronic hepatitis NOS
223,223,223,1/12/2023,12/3/2022,82,false,Hungry bone syndrome
224,224,224,7/12/2023,12/3/2022,71,false,Hungry bone syndrome
225,225,225,4/17/2023,12/5/2022,55,false,Intermit altrn esotropia
226,226,226,6/8/2023,12/3/2022,52,true,Female genetic test NEC
227,227,227,3/14/2023,12/2/2022,89,false,Oth ob compl-delivered
228,228,228,8/31/2023,12/4/2022,60,false,Ac DVT/emb distl low ext
229,229,229,4/21/2023,12/4/2022,59,false,Female genetic test NEC
230,230,230,2/17/2023,12/4/2022,48,false,Mal neo nasopharynx NEC
231,231,231,2/27/2023,12/3/2022,96,true,Burkitt's tumor spleen
232,232,232,4/2/2023,12/5/2022,76,false,Chronic hepatitis NOS
233,233,233,6/18/2023,12/4/2022,32,true,Oth ob compl-delivered
234,234,234,8/7/2023,12/4/2022,34,true,Intermit altrn esotropia
235,235,235,3/23/2023,12/3/2022,39,true,Gastrojejun ulc NOS-obst
236,236,236,7/23/2023,12/2/2022,40,false,Aggres periodontitis NOS
237,237,237,8/20/2023,12/3/2022,24,false,Female genetic test NEC
238,238,238,1/20/2023,12/5/2022,33,false,Female genetic test NEC
239,239,239,1/4/2023,12/3/2022,52,true,Hodgkins dis NOS mult
240,240,240,1/30/2023,12/2/2022,63,false,Essen hyperten-antepart
241,241,241,3/24/2023,12/2/2022,31,true,Female genetic test NEC
242,242,242,1/31/2023,12/5/2022,85,false,Omphalitis of newborn
243,243,243,5/2/2023,12/3/2022,55,true,Myel leuk NOS in relapse
244,244,244,6/14/2023,12/3/2022,76,true,Ac leuk uns cl relapse
245,245,245,12/24/2022,12/2/2022,72,true,Vomit compl preg-antepar
246,246,246,1/26/2023,12/4/2022,36,false,Burkitt's tumor spleen
247,247,247,3/27/2023,12/3/2022,89,true,Artif open status NOS
248,248,248,4/15/2023,12/5/2022,54,true,Abn uterus NEC-del w p/p
249,249,249,5/5/2023,12/2/2022,37,false,RR acc w explos-pasngr
250,250,250,5/23/2023,12/2/2022,89,false,Abn uterus NEC-del w p/p
251,251,251,1/21/2023,12/3/2022,96,true,One eye-near tot/oth-NOS
252,252,252,4/3/2023,12/3/2022,75,false,Comp-unsp device/graft
253,253,253,5/5/2023,12/2/2022,91,true,Myel leuk NOS in relapse
254,254,254,4/5/2023,12/5/2022,80,true,Myel leuk NOS in relapse
255,255,255,1/13/2023,12/5/2022,54,false,Essen hyperten-antepart
256,256,256,5/24/2023,12/2/2022,21,true,Intermit altrn esotropia
257,257,257,8/30/2023,12/3/2022,24,false,Hodgkins dis NOS mult
258,258,258,4/30/2023,12/3/2022,58,false,One eye-near tot/oth-NOS
259,259,259,7/18/2023,12/4/2022,79,true,Female genetic test NEC
260,260,260,4/22/2023,12/2/2022,27,false,Hodgkins dis NOS mult
261,261,261,3/12/2023,12/3/2022,76,true,Oth ob compl-delivered
262,262,262,3/6/2023,12/4/2022,67,true,Abn uterus NEC-del w p/p
263,263,263,5/16/2023,12/2/2022,77,true,Intermit altrn esotropia
264,264,264,3/9/2023,12/2/2022,86,false,Vomit compl preg-antepar
265,265,265,2/15/2023,12/2/2022,91,true,Female genetic test NEC
266,266,266,8/18/2023,12/2/2022,59,false,One eye-near tot/oth-NOS
267,267,267,7/16/2023,12/4/2022,56,false,Abn uterus NEC-del w p/p
268,268,268,5/24/2023,12/4/2022,27,true,Mv collision NOS-driver
269,269,269,4/19/2023,12/3/2022,54,true,Burn NOS genitalia
270,270,270,1/22/2023,12/3/2022,23,false,Clo
271,271,271,4/25/2023,12/2/2022,29,false,Chronic hepatitis NOS
272,272,272,2/9/2023,12/5/2022,44,true,Hungry bone syndrome
273,273,273,1/16/2023,12/5/2022,91,true,Chronic hepatitis NOS
274,274,274,7/22/2023,12/4/2022,79,false,Hodgkins dis NOS mult
275,275,275,3/26/2023,12/2/2022,29,true,Gastrojejun ulc NOS-obst
276,276,276,4/8/2023,12/3/2022,58,false,Ac leuk uns cl relapse
277,277,277,12/23/2022,12/3/2022,33,false,Artif open status NOS
278,278,278,5/31/2023,12/2/2022,57,true,Mal neo nasopharynx NEC
279,279,279,1/16/2023,12/5/2022,21,false,Ac DVT/emb distl low ext
280,280,280,3/30/2023,12/3/2022,32,false,RR acc w explos-pasngr
281,281,281,1/12/2023,12/5/2022,60,true,Chronic hepatitis NOS
282,282,282,6/26/2023,12/3/2022,29,false,Myel leuk NOS in relapse
283,283,283,8/3/2023,12/5/2022,24,false,Burn NOS genitalia
284,284,284,1/3/2023,12/5/2022,19,true,Myel leuk NOS in relapse
285,285,285,8/14/2023,12/4/2022,25,true,Essen hyperten-antepart
286,286,286,1/20/2023,12/3/2022,35,true,Female genetic test NEC
287,287,287,3/17/2023,12/3/2022,52,false,Omphalitis of newborn
288,288,288,7/29/2023,12/3/2022,35,false,Artif open status NOS
289,289,289,1/4/2023,12/5/2022,63,true,Sensoneur hear loss asym
290,290,290,1/18/2023,12/5/2022,18,false,Aggres periodontitis NOS
291,291,291,2/12/2023,12/3/2022,50,true,Essen hyperten-antepart
292,292,292,4/2/2023,12/4/2022,42,false,Hodgkins dis NOS mult
293,293,293,4/12/2023,12/3/2022,27,true,Burn NOS genitalia
294,294,294,4/3/2023,12/5/2022,79,true,RR acc w explos-pasngr
295,295,295,7/7/2023,12/4/2022,55,false,Omphalitis of newborn
296,296,296,4/8/2023,12/5/2022,67,true,Myel leuk NOS in relapse
297,297,297,7/5/2023,12/2/2022,33,false,Burn NOS genitalia
298,298,298,8/18/2023,12/4/2022,32,true,Intermit altrn esotropia
299,299,299,6/25/2023,12/4/2022,78,true,Intermit altrn esotropia
300,300,300,2/10/2023,12/4/2022,61,false,Oth ob compl-delivered
301,301,301,5/22/2023,12/4/2022,70,false,Chronic hepatitis NOS
302,302,302,8/26/2023,12/2/2022,49,true,Mv collision NOS-driver
303,303,303,1/2/2023,12/3/2022,70,false,Aggres periodontitis NOS
304,304,304,8/14/2023,12/5/2022,94,false,Essen hyperten-antepart
305,305,305,3/13/2023,12/2/2022,21,false,Uterine inert NEC-antepa
306,306,306,1/12/2023,12/5/2022,87,true,Ac leuk uns cl relapse
307,307,307,4/8/2023,12/4/2022,20,false,Ac DVT/emb distl low ext
308,308,308,2/17/2023,12/2/2022,32,false,Mv collision NOS-driver
309,309,309,5/17/2023,12/5/2022,95,true,Oth ob compl-delivered
310,310,310,7/31/2023,12/3/2022,23,true,Comp-unsp device/graft
311,311,311,5/25/2023,12/5/2022,50,false,Hungry bone syndrome
312,312,312,1/24/2023,12/2/2022,54,true,Intermit altrn esotropia
313,313,313,3/8/2023,12/4/2022,49,false,Hodgkins dis NOS mult
314,314,314,4/28/2023,12/2/2022,84,true,Gastrojejun ulc NOS-obst
315,315,315,3/8/2023,12/4/2022,71,false,Ac DVT/emb distl low ext
316,316,316,6/28/2023,12/2/2022,47,false,Ac leuk uns cl relapse
317,317,317,6/13/2023,12/2/2022,38,false,Intermit altrn esotropia
318,318,318,3/14/2023,12/5/2022,34,false,Ac leuk uns cl relapse
319,319,319,2/11/2023,12/5/2022,81,false,Gastrojejun ulc NOS-obst
320,320,320,6/11/2023,12/3/2022,46,true,Omphalitis of newborn
321,321,321,4/7/2023,12/3/2022,38,true,Mal neo nasopharynx NEC
322,322,322,4/16/2023,12/2/2022,37,false,Intermit altrn esotropia
323,323,323,3/31/2023,12/3/2022,21,true,Burkitt's tumor spleen
324,324,324,6/9/2023,12/3/2022,97,true,Ac leuk uns cl relapse
325,325,325,6/23/2023,12/3/2022,34,true,Hungry bone syndrome
326,326,326,5/18/2023,12/2/2022,65,false,Sensoneur hear loss asym
327,327,327,2/24/2023,12/4/2022,92,false,Intermit altrn esotropia
328,328,328,7/20/2023,12/5/2022,82,true,Uterine inert NEC-antepa
329,329,329,5/5/2023,12/2/2022,20,false,One eye-near tot/oth-NOS
330,330,330,6/11/2023,12/2/2022,42,true,Female genetic test NEC
331,331,331,8/3/2023,12/3/2022,48,true,Burn NOS genitalia
332,332,332,7/1/2023,12/2/2022,57,false,Mv collision NOS-driver
333,333,333,5/7/2023,12/3/2022,89,false,Clo
334,334,334,8/4/2023,12/5/2022,28,true,Gastrojejun ulc NOS-obst
335,335,335,8/5/2023,12/2/2022,18,true,Mv collision NOS-driver
336,336,336,4/6/2023,12/3/2022,30,true,Ac DVT/emb distl low ext
337,337,337,4/11/2023,12/4/2022,85,false,Omphalitis of newborn
338,338,338,1/14/2023,12/3/2022,22,false,Hungry bone syndrome
339,339,339,6/1/2023,12/4/2022,43,true,Ac leuk uns cl relapse
340,340,340,6/28/2023,12/3/2022,89,true,Hodgkins dis NOS mult
341,341,341,5/16/2023,12/4/2022,69,true,Burkitt's tumor spleen
342,342,342,8/31/2023,12/4/2022,82,true,Intermit altrn esotropia
343,343,343,5/28/2023,12/3/2022,66,false,Hodgkins dis NOS mult
344,344,344,4/29/2023,12/4/2022,34,true,Burkitt's tumor spleen
345,345,345,7/5/2023,12/3/2022,30,true,Ac DVT/emb distl low ext
346,346,346,1/24/2023,12/3/2022,29,true,Ac DVT/emb distl low ext
347,347,347,8/11/2023,12/3/2022,19,false,Oth ob compl-delivered
348,348,348,4/13/2023,12/2/2022,76,false,Hodgkins dis NOS mult
349,349,349,8/18/2023,12/3/2022,28,true,Sensoneur hear loss asym
350,350,350,7/8/2023,12/3/2022,75,false,Abn uterus NEC-del w p/p
351,351,351,3/23/2023,12/4/2022,76,true,One eye-near tot/oth-NOS
352,352,352,7/20/2023,12/5/2022,28,false,Abn uterus NEC-del w p/p
353,353,353,3/30/2023,12/3/2022,75,false,One eye-near tot/oth-NOS
354,354,354,8/14/2023,12/4/2022,79,true,Gastrojejun ulc NOS-obst
355,355,355,2/10/2023,12/4/2022,73,true,Oth ob compl-delivered
356,356,356,2/8/2023,12/4/2022,53,false,Burn NOS genitalia
357,357,357,2/5/2023,12/4/2022,32,false,Oth ob compl-delivered
358,358,358,3/3/2023,12/4/2022,56,true,Uterine inert NEC-antepa
359,359,359,7/25/2023,12/3/2022,48,true,Essen hyperten-antepart
360,360,360,12/31/2022,12/4/2022,80,true,Oth ob compl-delivered
361,361,361,7/4/2023,12/4/2022,34,false,Female genetic test NEC
362,362,362,6/23/2023,12/3/2022,79,true,Hodgkins dis NOS mult
363,363,363,2/26/2023,12/5/2022,55,false,Oth ob compl-delivered
364,364,364,7/6/2023,12/4/2022,95,false,Comp-unsp device/graft
365,365,365,6/17/2023,12/2/2022,88,false,Comp-unsp device/graft
366,366,366,8/5/2023,12/2/2022,27,true,Comp-unsp device/graft
367,367,367,7/10/2023,12/5/2022,46,false,Ac DVT/emb distl low ext
368,368,368,5/6/2023,12/3/2022,68,true,Gastrojejun ulc NOS-obst
369,369,369,3/26/2023,12/5/2022,36,false,Artif open status NOS
370,370,370,8/22/2023,12/2/2022,27,false,Intermit altrn esotropia
371,371,371,8/23/2023,12/4/2022,31,false,Intermit altrn esotropia
372,372,372,8/16/2023,12/3/2022,30,false,Uterine inert NEC-antepa
373,373,373,3/4/2023,12/4/2022,81,true,One eye-near tot/oth-NOS
374,374,374,5/3/2023,12/3/2022,22,true,Female genetic test NEC
375,375,375,6/11/2023,12/3/2022,59,true,Hungry bone syndrome
376,376,376,5/23/2023,12/2/2022,75,true,Omphalitis of newborn
377,377,377,5/9/2023,12/3/2022,98,false,RR acc w explos-pasngr
378,378,378,3/14/2023,12/3/2022,63,true,Ac DVT/emb distl low ext
379,379,379,5/22/2023,12/5/2022,90,false,Sensoneur hear loss asym
